WIP (name),Latest WIP view,Link to proofread cell with annotation,"State (0=Red, 1=Yellow, 2=Green, 3=Proofread)",Cell number,experimenter,date,exp_num,raw_id,field,region,nucleus ID pcg,nucleus loc pcg,cell ID pcg,ID warning/error,,New IDs (last update: 202503260847),roi_id,roi_n_pixels,roi_size_um2,super (baden),group (baden),cluster (baden),cell type,RGC or AC,EyeWire 1 type (for RGCs),most recent cell ID,field_ventral_dorsal_pos_um,field_temporal_nasal_pos_um,ventral_dorsal_pos_um,temporal_nasal_pos_um
,,,2,292,Franke,2018-10-11,2,1,GCL3,RR,720575940551771543,"43694.0,40614.0,457.0",720575940566976821,,"43694.0,40614.0,477.0",720575940566976821,61,20,43.2168,On Off,17,24,1ni or 1no?,RGC,1ni or 1no,,-558,-935.2,-593.279,-968.275
,,,2,293,Franke,2018-10-11,2,1,GCL3,RR,720575940568770345,"44075.0,39875.0,545.0",720575940584217142,,"44075.0,39875.0,580.0",720575940584217142,62,20,43.2168,dAC,37,57,UHD,RGC,5ti,,-558,-935.2,-594.015,-958.72
,,,1,294,Franke,2018-10-11,2,1,GCL3,RR,720575940568124607,"46285.0,36395.0,502.0",720575940556389725,"Dark cell, oversegmented","46077.0,36135.0,492.0",720575940562444627,63,43,92.9162,On Off,14,41,,RGC,,,-558,-935.2,-597.279,-894.143
,,,2,295,Franke,2018-10-11,2,1,GCL3,RR,720575940556059646,"45936.0,36745.0,542.0",720575940564224309,,"45936.0,36745.0,597.0",720575940564224309,64,16,34.5735,On Off,17,24,Fmini OFF,RGC,2an,,-558,-935.2,-595.668,-902.86
,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5702028627017728,2,296,Franke,2018-10-11,2,1,GCL3,RR,720575940551784087,"44035.0,41084.0,456.0",720575940572387481,,"44035.0,41084.0,461.0",720575940572387481,65,23,49.6993,Uncertain,31,45,A1,AC,,,-558,-935.2,-601.013,-969.84
,,,2,297,Franke,2018-10-11,2,1,GCL3,RR,720575940554714534,"45892.0,37725.0,520.0",720575940585938173,,"45892.0,37725.0,570.0",720575940585938173,66,24,51.8602,Fast On,17,25,ON tr. MeRF,RGC,6sw,,-558,-935.2,-600.752,-913.028
,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5053577333571584,3,298,Franke,2018-10-11,2,1,GCL3,RR,720575940554713254,"46161.0,37132.0,538.0",720575940579892884,,"46161.0,37132.0,613.0",720575940579892884,67,17,36.7343,dAC,35,54,dAC WF mid-IPL,AC,,,-558,-935.2,-601.753,-904.157
,,,1,299,Franke,2018-10-11,2,1,GCL4,RR,720575940557918517,"46372.0,16403.0,1111.0",720575940578275126,,"46372.0,16403.0,1171.0",720575940578275126,1,22,47.5385,dAC,25,35,SAC,AC,,,-489.6,-622.2,-445.701,-649.06
,,,2,300,Franke,2018-10-11,2,1,GCL4,RR,720575940553993901,"46881.0,15305.0,1061.0",720575940577105462,,"46881.0,15305.0,1121.0",720575940577105462,2,17,36.7343,Fast On,17,29,ON tr. SmRF,RGC,6sn,,-489.6,-622.2,-444.204,-632.49
,,,2,301,Franke,2018-10-11,2,1,GCL4,RR,720575940556558833,"46893.0,16081.0,1080.0",720575940559240501,,"46893.0,16081.0,1085.0",720575940559240501,3,76,164.224,Slow On,26,36,ON DS sus,RGC,"7iv,r,d",,-489.6,-622.2,-451.883,-640.246
,,,1,302,Franke,2018-10-11,2,1,GCL4,RR,720575940554089645,"47660.0,14573.0,1116.0",720575940566301310,,"47676.0,14733.0,1177.0",720575940566301310,4,18,38.8951,dAC,25,35,SAC,AC,,,-489.6,-622.2,-446.644,-614.442
,,,1,303,Franke,2018-10-11,2,1,GCL4,RR,720575940554091181,"48155.0,14042.0,1187.0",720575940572109681,,"48155.0,14042.0,1267.0",720575940572109681,5,20,43.2168,Slow On,40,63,SAC,AC,,,-489.6,-622.2,-447.412,-603.458
,,,0,304,Franke,2018-10-11,2,1,GCL4,RR,720575940569291582,"48405.0,13626.0,1223.0",720575940571941745,,"48405.0,13626.0,1233.0",720575940571941745,6,42,90.7553,Uncertain,32,48,,RGC,,,-489.6,-622.2,-448.546,-595.25
,,,0,305,Franke,2018-10-11,2,1,GCL4,RR,720575940559726921,"48363.0,13146.0,1183.0",720575940559152181,,"48539.0,13113.0,1178.0",720575940559152181,7,21,45.3777,dAC,46,75,,RGC,,,-489.6,-622.2,-447.391,-583.911
,,,0,306,Franke,2018-10-11,2,1,GCL4,RR,720575940556811997,"47379.0,15230.0,1072.0",720575940566027161,,"47379.0,15230.0,1097.0",720575940566027161,8,12,25.9301,Slow On,26,36,,RGC,,,-489.6,-622.2,-447.951,-626.732
,,,0,307,Franke,2018-10-11,2,1,GCL4,RR,720575940553775789,"47658.0,14983.0,1075.0",720575940581382966,,"47658.0,14983.0,1090.0",720575940581382966,9,23,49.6993,dAC,43,71,,RGC,,,-489.6,-622.2,-449.719,-620.602
,,,2,308,Franke,2018-10-11,2,1,GCL4,RR,720575940564565598,"48200.0,14577.0,1101.0",720575940565816893,,"48200.0,14577.0,1116.0",720575940565816893,10,31,66.9861,On Off,26,36,OODS,RGC,"37r,v,c",,-489.6,-622.2,-454.083,-609.255
,,,0,309,Franke,2018-10-11,2,1,GCL4,RR,720575940572259271,"46531.0,17546.0,1014.0",720575940566618941,,"46531.0,17546.0,1029.0",720575940566618941,11,32,69.1469,dAC,38,59,,RGC,,,-489.6,-622.2,-455.699,-660.098
,,,0,310,Franke,2018-10-11,2,1,GCL4,RR,720575940556810717,"47623.0,15729.0,1074.0",720575940577493245,,"47623.0,15729.0,1119.0",720575940577493245,12,29,62.6644,Uncertain,32,48,Fmini ON probably,RGC,63,,-489.6,-622.2,-455.537,-630.158
,,,1,311,Franke,2018-10-11,2,1,GCL4,RR,720575940572054983,"46921.0,17020.0,1034.0",720575940558385205,,"46921.0,17020.0,1099.0",720575940558385205,13,33,71.3078,dAC,37,57,dAC SAD,AC,,,-489.6,-622.2,-457.349,-650.709
,,,0,312,Franke,2018-10-11,2,1,GCL4,RR,720575940558022965,"49020.0,13774.0,1264.0",720575940566122045,,"49020.0,13774.0,1299.0",720575940566122045,14,34,73.4686,Uncertain,33,50,,RGC,,,-489.6,-622.2,-456.828,-590.984
,,,2,313,Franke,2018-10-11,2,1,GCL4,RR,720575940552103436,"49529.0,13172.0,1240.0",720575940558541621,,"49529.0,13172.0,1290.0",720575940558541621,15,28,60.5036,dAC,45,73,HD1,RGC,5si,,-489.6,-622.2,-457.208,-580.778
,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6755339140595712,3,314,Franke,2018-10-11,2,1,GCL4,RR,720575940554094253,"48803.0,14433.0,1207.0",720575940557403997,,"48803.0,14433.0,1247.0",720575940557403997,16,33,71.3078,dAC,38,65,,AC,,,-489.6,-622.2,-459.978,-601.264
,,,0,315,Franke,2018-10-11,2,1,GCL4,RR,720575940556813277,"48321.0,15238.0,1088.0",720575940571094385,,"48321.0,15238.0,1113.0",720575940571094385,17,27,58.3427,Uncertain,31,50,,RGC,,,-489.6,-622.2,-459.765,-615.558
,,,2,316,Franke,2018-10-11,2,1,GCL4,RR,720575940564635998,"48203.0,15872.0,1063.0",720575940576346166,,"48316.0,15911.0,1061.0",720575940576346166,18,10,21.6084,dAC,42,65,gbx2 s5 (CRH2),AC,,,-489.6,-622.2,-462.993,-624.405
,,,0,317,Franke,2018-10-11,2,1,GCL4,RR,720575940566853181,"48028.0,16300.0,1039.0",720575940576324406,,"48028.0,16300.0,1089.0",720575940576324406,19,36,77.7903,dAC,29,40,maybe OODS,RGC,,,-489.6,-622.2,-465.141,-632.408
,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5202371643703296,3,318,Franke,2018-10-11,2,1,GCL4,RR,720575940564780605,"48854.0,15267.0,1168.0",720575940560625213,,"48854.0,15267.0,1183.0",720575940560625213,20,48,103.72,Uncertain,32,48,PixON?,RGC,PixON,,-489.6,-622.2,-468.377,-607.561
Nadine,,,1,319,Franke,2018-10-11,2,1,GCL4,RR,720575940548039242,"47054.0,18313.0,984.0",720575940565930045,,"47054.0,18313.0,1009.0",720575940565930045,21,22,47.5385,dAC,37,57,OFF tr SmRF? HD1?,RGC,,,-489.6,-622.2,-468.753,-662.224
,,,0,320,Franke,2018-10-11,2,1,GCL4,RR,720575940572267719,"47395.0,17422.0,1025.0",720575940576652854,,"47395.0,17422.0,1030.0",720575940576652854,22,28,60.5036,Slow On,26,36,,RGC,,,-489.6,-622.2,-465.818,-650.287
,,,1,321,Franke,2018-10-11,2,1,GCL4,RR,720575940564489822,"48457.0,15728.0,1071.0",720575940562144153,,"48457.0,15728.0,1141.0",720575940562144153,23,19,41.056,dAC,17,71,SAC,AC,,,-489.6,-622.2,-466.312,-619.26
,,,0,322,Franke,2018-10-11,2,1,GCL4,RR,720575940567724063,"49721.0,14105.0,1200.0",720575940577495549,,"49721.0,14105.0,1245.0",720575940575783598,24,34,73.4686,dAC,41,65,A1,AC,,,-489.6,-622.2,-467.248,-587.612
,,,0,323,Franke,2018-10-11,2,1,GCL4,RR,720575940548770122,"47830.0,17016.0,1060.0",720575940567809945,,"47830.0,17016.0,1150.0",720575940575783342,25,24,51.8602,On Off,12,17,,AC,,,-489.6,-622.2,-468.408,-642.351
,,,0,324,Franke,2018-10-11,2,1,GCL4,RR,720575940572434631,"47422.0,17957.0,976.0",720575940563292725,,"47422.0,17957.0,986.0",720575940563292725,26,21,45.3777,Slow On,28,39,ON delayed,RGC,73,,-489.6,-622.2,-470.49,-656.289
,,,0,325,Franke,2018-10-11,2,1,GCL4,RR,720575940567723807,"49563.0,14505.0,1181.0",720575940579006461,,"49563.0,14505.0,1266.0",720575940558030727,27,25,54.021,Slow On,22,31,,AC,,,-489.6,-622.2,-470.138,-595.446
,,,2,326,Franke,2018-10-11,2,1,GCL4,RR,720575940564660797,"48695.0,16254.0,1114.0",720575940574328665,,"48695.0,16254.0,1159.0",720575940561076618,28,20,43.2168,Slow On,23,33,,AC,,,-489.6,-622.2,-473.357,-623.082
,,,2,327,Franke,2018-10-11,2,1,GCL4,RR,720575940531612083,"48542.0,16671.0,1122.0",720575940560497981,,"48542.0,16671.0,1187.0",720575940567199926,29,21,45.3777,Slow On,40,63,SAC,AC,,,-489.6,-622.2,-474.34,-630.04
,,,1,328,Franke,2018-10-11,2,1,GCL4,RR,720575940554861467,"50398.0,13931.0,1258.0",720575940565958717,,"50398.0,13931.0,1318.0",720575940568254286,30,26,56.1819,Slow On,40,63,SAC,AC,,,-489.6,-622.2,-474.731,-580.023
,,,2,329,Franke,2018-10-11,2,1,GCL4,RR,720575940548990794,"48381.0,17093.0,1118.0",720575940560654397,,"48381.0,17093.0,1153.0",720575940560510414,31,32,69.1469,dAC,42,67,UHD,RGC,5ti,,-489.6,-622.2,-477.473,-636.624
,,,0,330,Franke,2018-10-11,2,1,GCL4,RR,720575940564660541,"49041.0,15905.0,1117.0",720575940577674550,,"49041.0,15905.0,1147.0",720575940577674550,32,47,101.56,dAC,40,62,,RGC,,,-489.6,-622.2,-476.996,-613.63
,,,2,331,Franke,2018-10-11,2,1,GCL4,RR,720575940572438215,"48177.0,17714.0,1036.0",720575940577658166,,"48177.0,17714.0,1056.0",720575940577658166,33,32,69.1469,Fast On,27,37,ON alpha,RGC,8w,,-489.6,-622.2,-477.565,-645.628
,,,0,332,Franke,2018-10-11,2,1,GCL4,RR,720575940548731722,"47949.0,18121.0,977.0",720575940571074673,,"47949.0,18121.0,1012.0",720575940571074673,34,24,51.8602,Uncertain,31,46,JamB,RGC,2aw,,-489.6,-622.2,-478.514,-654.478
,,,0,333,Franke,2018-10-11,2,1,GCL4,RR,720575940555686293,"50304.0,14568.0,1209.0",720575940578332470,,"50304.0,14568.0,1294.0",720575940578332470,35,59,127.49,On Off,43,71,,RGC,,,-489.6,-622.2,-481.378,-588.391
,,,0,334,Franke,2018-10-11,2,1,GCL4,RR,720575940561358367,"49851.0,15287.0,1137.0",720575940566401853,,"49851.0,15287.0,1192.0",720575940566401853,36,33,71.3078,dAC,42,65,M1,RGC,1ws,,-489.6,-622.2,-480.29,-600.239
,,,0,335,Franke,2018-10-11,2,1,GCL4,RR,720575940549086282,"48059.0,18784.0,974.0",720575940565245025,,"48059.0,18784.0,1009.0",720575940559468379,37,20,43.2168,Uncertain,31,45,,RGC,,,-489.6,-622.2,-484.088,-659.831
,,,2,336,Franke,2018-10-11,2,1,GCL4,RR,720575940574681654,"49445.0,16452.0,1150.0",720575940557420892,,"49445.0,16452.0,1210.0",720575940561654957,38,22,47.5385,dAC,42,65,,AC,,,-489.6,-622.2,-483.987,-618.726
,,,0,337,Franke,2018-10-11,2,1,GCL4,RR,720575940555689621,"51073.0,14350.0,1201.0",720575940572161137,,"51073.0,14350.0,1216.0",720575940557067618,39,26,56.1819,dAC,43,71,Fmini OFF,RGC,2an,,-489.6,-622.2,-486.66,-578.836
,,,2,338,Franke,2018-10-11,2,1,GCL4,RR,720575940566686078,"49002.0,17725.0,1050.0",720575940577723958,,"49002.0,17725.0,1080.0",720575940562761935,40,40,86.4336,Slow On,23,33,ON transient MeRF,RGC,6sw,,-489.6,-622.2,-488.351,-637.451
,,,2,339,Franke,2018-10-11,2,1,GCL4,RR,720575940572673479,"48401.0,18527.0,994.0",720575940563171993,,"48401.0,18527.0,1059.0",720575940568236144,41,10,21.6084,On Off,13,19,,AC,,,-489.6,-622.2,-487.101,-653.364
,,,1,340,Franke,2018-10-11,2,1,GCL4,RR,720575940558011057,"48672.0,18230.0,1038.0",720575940558949941,,"48672.0,18230.0,1108.0",720575940569716801,42,23,49.6993,On Off,14,20,,AC,,,-489.6,-622.2,-488.322,-646.934
,,,2,341,Franke,2018-10-11,2,1,GCL4,RR,720575940529212248,"49648.0,16993.0,1111.0",720575940566323261,,"49648.0,16993.0,1126.0",720575940557067106,43,36,77.7903,Slow On,45,73,UHD,RGC,5ti,,-489.6,-622.2,-489.437,-623.384
,,,2,342,Franke,2018-10-11,2,1,GCL4,RR,720575940562875189,"50014.0,16189.0,1143.0",720575940565963069,,"50014.0,16189.0,1228.0",720575940555528002,44,34,73.4686,dAC,43,71,HD1,RGC,5so,,-489.6,-622.2,-488.995,-610.094
,,,1,343,Franke,2018-10-11,2,1,GCL4,RR,720575940561495071,"50306.0,15738.0,1153.0",720575940557259101,,"50306.0,15738.0,1158.0",720575940573471792,45,17,36.7343,dAC,38,58,,AC,,,-489.6,-622.2,-489.427,-600.842
,,,0,344,Franke,2018-10-11,2,1,GCL4,RR,720575940558035121,"48233.0,19424.0,960.0",720575940576655158,,"48233.0,19424.0,1020.0",720575940556980750,46,9,19.4476,dAC,44,72,OODS,RGC,"37r,v,c",,-489.6,-622.2,-491.56,-662.869
,,,0,345,Franke,2018-10-11,2,1,GCL4,RR,720575940551443458,"50719.0,15363.0,1158.0",720575940559110709,,"50719.0,15363.0,1203.0",720575940558451245,47,19,41.056,Slow On,40,63,SAC,AC,,,-489.6,-622.2,-491.302,-593.497
,,,2,346,Franke,2018-10-11,2,1,GCL4,RR,720575940562362812,"48590.0,19028.0,961.0",720575940558510645,,"48590.0,19028.0,991.0",720575940564304605,48,16,34.5735,dAC,42,68,SAC,AC,,,-489.6,-622.2,-493.275,-658.214
,,,0,347,Franke,2018-10-11,2,1,GCL4,RR,720575940569143153,"51144.0,14941.0,1166.0",720575940561068960,,"51144.0,14941.0,1241.0",720575940561068960,49,28,60.5036,dAC,43,71,,RGC,,,-489.6,-622.2,-493.17,-584.505
,,,2,348,Franke,2018-10-11,2,1,GCL4,RR,720575940569153461,"49541.0,17740.0,1074.0",720575940552360540,,"49541.0,17740.0,1114.0",720575940560509646,50,29,62.6644,dAC,42,70,,AC,,,-489.6,-622.2,-495.429,-632.338
,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6221302974119936,,2,349,Franke,2018-10-11,2,1,GCL4,RR,720575940568328953,"48843.0,18779.0,986.0",720575940569906009,,"48843.0,18779.0,1006.0",720575940564360948,51,12,25.9301,Uncertain,32,2,,AC,,,-489.6,-622.2,-495.602,-652.947
,,,1,350,Franke,2018-10-11,2,1,GCL4,RR,720575940566695806,"49035.0,18574.0,995.0",720575940577788312,,"49035.0,18574.0,1090.0",720575940569580313,52,12,25.9301,Slow On,23,33,dAC A1-like,AC,,,-489.6,-622.2,-496.46,-647.925
,,,2,351,Franke,2018-10-11,2,1,GCL4,RR,720575940566697086,"49267.0,18280.0,1068.0",720575940572184177,,"49267.0,18280.0,1128.0",720575940572184177,53,13,28.0909,Slow On,40,32,,AC,,,-489.6,-622.2,-497.176,-642.101
,,,0,352,Franke,2018-10-11,2,1,GCL4,RR,720575940563769141,"50308.0,16716.0,1108.0",720575940576415542,,"50308.0,16716.0,1153.0",720575940576415542,54,29,62.6644,Slow On,28,38,,RGC,,,-489.6,-622.2,-498.673,-613.583
,,,0,353,Franke,2018-10-11,2,1,GCL4,RR,720575940581964854,"50560.0,16227.0,1125.0",720575940565563453,,"50560.0,16227.0,1150.0",720575940557219452,55,32,69.1469,dAC,42,67,,RGC,,,-489.6,-622.2,-497.685,-605.157
,,,2,354,Franke,2018-10-11,2,1,GCL4,RR,720575940574770685,"50126.0,17313.0,1093.0",720575940566008381,,"50126.0,17313.0,1113.0",720575940555922794,56,42,90.7553,Off,4,5,HD2,RGC,5si,,-489.6,-622.2,-499.925,-622.13
,,,2,355,Franke,2018-10-11,2,1,GCL4,RR,720575940549707064,"50919.0,15976.0,1127.0",720575940577357110,,"50919.0,15976.0,1197.0",720575940577636393,57,20,43.2168,dAC,25,35,Fmini OFF,RGC,2an,,-489.6,-622.2,-498.934,-596.843
,,,2,356,Franke,2018-10-11,2,1,GCL4,RR,720575940568333817,"48756.0,19510.0,957.0",720575940556325469,,"48756.0,19510.0,1052.0",720575940569664521,58,8,17.2867,dAC,37,57,dAC WFAC,AC,,,-489.6,-622.2,-499.155,-662.073
,,,2,357,Franke,2018-10-11,2,1,GCL4,RR,720575940569145457,"51244.0,15381.0,1151.0",720575940565260385,,"51244.0,15381.0,1226.0",720575940563290864,59,13,28.0909,dAC,42,70,MFAC,AC,,,-489.6,-622.2,-499.324,-588.051
,,,0,358,Franke,2018-10-11,2,1,GCL4,RR,720575940574002429,"49499.0,18768.0,1046.0",720575940566370877,,"49499.0,18768.0,1121.0",720575940566370877,60,24,51.8602,On Off,14,20,,RGC,,,-489.6,-622.2,-504.422,-646.761
,,,0,359,Franke,2018-10-11,2,1,GCL4,RR,720575940560741700,"49945.0,18334.0,1068.0",720575940565251681,,"49945.0,18334.0,1083.0",720575940567253745,61,44,95.077,Uncertain,31,46,OFFvOS JAMB,RGC,2aw,,-489.6,-622.2,-505.603,-635.998
,,,2,360,Franke,2018-10-11,2,1,GCL4,RR,720575940566717822,"49109.0,19445.0,993.0",720575940555425885,,"49109.0,19445.0,1048.0",720575940562444883,62,24,51.8602,dAC,12,68,A1,AC,,,-489.6,-622.2,-503.871,-657.908
,,,1,361,Franke,2018-10-11,2,1,GCL4,RR,720575940563695284,"50306.0,17988.0,1118.0",720575940559145781,,"50306.0,17988.0,1183.0",720575940559145781,63,26,56.1819,Slow On,25,35,SAC,AC,,,-489.6,-622.2,-507.522,-627.006
,,,2,362,Franke,2018-10-11,2,1,GCL4,RR,720575940574408957,"51164.0,16794.0,1054.0",720575940565495613,,"51164.0,16794.0,1129.0",720575940553485705,64,23,49.6993,Slow On,23,63,SAC,AC,,,-489.6,-622.2,-508.007,-605.519
,,,2,363,Franke,2018-10-11,2,1,GCL4,RR,720575940540844928,"51902.0,15707.0,1181.0",720575940563629621,,"51902.0,15707.0,1226.0",720575940561818031,65,36,77.7903,dAC,35,54,ON tr. SmRF or 6t,RGC,6sn and 6t,,-489.6,-622.2,-509.159,-583.858
,,,2,364,Franke,2018-10-11,2,1,GCL4,RR,720575940581422902,"49358.0,19632.0,923.0",720575940578270006,,"49528.0,19425.0,901.0",720575940581250568,66,21,45.3777,Off,3,3,HD2,RGC,5so,,-489.6,-622.2,-510.11,-655.799
,,,2,365,Franke,2018-10-11,2,1,GCL4,RR,720575940574194941,"50978.0,17293.0,1021.0",720575940566253373,,"50640.0,17495.0,1021.0",720575940551590130,67,29,62.6644,On Off,11,16,HD1,RGC,5si,,-489.6,-622.2,-511.447,-613.684
,,,2,366,Franke,2018-10-11,2,1,GCL4,RR,720575940574048369,"51730.0,16134.0,1145.0",720575940565524541,,"51704.0,16341.0,1172.0",720575940572078695,68,14,30.2518,dAC,46,74,MFAC,AC,,,-489.6,-622.2,-510.915,-591.75
,,,0,367,Franke,2018-10-11,2,1,GCL4,RR,720575940560558660,"50636.0,18540.0,1039.0",720575940566392446,,"50636.0,18540.0,1119.0",720575940566392446,69,33,71.3078,On Off,11,15,,RGC,,,-489.6,-622.2,-516.906,-631.465
,,,0,368,Franke,2018-10-11,2,1,GCL4,RR,720575940560883524,"51027.0,18199.0,1043.0",720575940565539389,"Merger, therefore same OLD IDs (01)","51092.0,17950.0,1008.0",720575940566436614,70,35,75.6294,On Off,11,16,,RGC,,,-489.6,-622.2,-517.992,-621.528
,,,2,369,Franke,2018-10-11,2,1,GCL4,RR,720575940574477565,"49552.0,20182.0,1004.0",720575940572492440,,"49470.0,20091.0,1021.0",720575940579734617,71,20,43.2168,Off,43,71,MFAC,AC,,,-489.6,-622.2,-517.75,-661.081
,,,2,370,Franke,2018-10-11,2,1,GCL4,RR,720575940562905653,"52408.0,16643.0,1120.0",720575940564734269,,"52204.0,16756.0,1153.0",720575940563290352,72,93,200.958,Slow On,24,34,ON alpha?,RGC,8w,,-489.6,-622.2,-523.014,-588.975
,,,2,371,Franke,2018-10-11,2,1,GCL4,RR,720575940561168196,"50714.0,19500.0,1004.0",720575940565257057,,"50764.0,19493.0,1055.0",720575940570741708,73,27,58.3427,dAC,40,63,SAC,AC,,,-489.6,-622.2,-524.607,-642.181
,,,2,372,Franke,2018-10-11,2,1,GCL4,RR,720575940561165380,"51103.0,19039.0,1006.0",720575940565953597,,"51103.0,19039.0,1066.0",720575940565953597,74,39,84.2728,dAC,42,67,UHD,RGC,5ti,,-489.6,-622.2,-527.066,-631.887
,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5658824594685952,,2,373,Franke,2018-10-11,2,1,GCL4,RR,720575940574234109,"52244.0,17402.0,1079.0",720575940572294745,Same cell? (03),"52244.0,17402.0,1104.0",720575940572294745,75,23,49.6993,Slow On,23,33,WFAC,AC,,,-489.6,-622.2,-526.541,-602.771
,,,0,374,Franke,2018-10-11,2,1,GCL4,RR,720575940560809284,"52060.0,18272.0,1086.0",720575940564857149,,"52060.0,18272.0,1136.0",720575940573476400,76,38,82.112,dAC,22,31,RGC,RGC,,,-489.6,-622.2,-532.036,-612.568
,,,-1,375,Franke,2018-10-11,2,1,GCL4,RR,720575940574234109,"52244.0,17402.0,1079.0",720575940572294745,Same cell? (03),"52244.0,17402.0,1104.0",720575940572294745,77,12,25.9301,dAC,38,60,,,,,-489.6,-622.2,-530.024,-597.945
Dominic,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4610997814820864,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4610997814820864,3,376,Franke,2018-10-11,2,1,GCL4,RR,720575940561170244,"50905.0,20131.0,990.0",720575940559133557,,"50833.0,20177.0,1011.0",720575940559133557,78,17,36.7343,Uncertain,31,46,,AC,,,-489.6,-622.2,-532.402,-647.795
,,,2,377,Franke,2018-10-11,2,1,GCL4,RR,720575940569448885,"51663.0,18855.0,1068.0",720575940566065534,,"51650.0,18886.0,1098.0",720575940570741452,79,9,19.4476,Slow On,23,33,MFAC,AC,,,-489.6,-622.2,-530.759,-622.2
,,,1,378,Franke,2018-10-11,2,1,GCL4,RR,720575940561162052,"51146.0,19735.0,1003.0",720575940564308445,,"51229.0,19465.0,983.0",720575940553485193,80,14,30.2518,dAC,38,59,WFAC,AC,,,-489.6,-622.2,-532.754,-640.89
,,,2,379,Franke,2018-10-11,2,1,GCL4,RR,720575940569319349,"51502.0,19497.0,965.0",720575940559009845,,"51431.0,19511.0,994.0",720575940563600486,81,14,30.2518,Slow On,23,33,PixON,RGC,9n,,-489.6,-622.2,-534.434,-632.49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,# RGCs,222,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,# ACs,155,,,,,,
,,,,SACs colored link:,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5391023921430528,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Key,,,,,,,,,,,,,,,,,,,RGCs by type,EW1 name,N,,,,,
,,,3,Proofread with annotations,"If it has link, all the ends have been marked",,,,,,,,,,,,,,,,,,ON alpha,8w,7,,,,,
,,,2,Proofread - first pass,,,,,,,,,,,,,,,,,,,ON DS sus,7i* (3),10,,,,,
,,,1,Not noroofread or partially proofread,,,,,,,,,,,,,,,,,,,OODS,37* (4),14,,,,,
,,,0,Neurites substantially cut off,,,,,,,,,,,,,,,,,,,UHD,5ti,14,,,,,
,,,-1,Duplicate or dead cell,,,,,,,,,,,,,,,,,,,HD2,5so,5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5to,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ON OS,82*,7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,25,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ON tr. SmRF,6sn,6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ON tr. MeRF,6sw,4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,OFF tr. SmRF,4i,7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,OFF tr. MeRF,4on,3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,OFF tr. alpha,4ow,6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,sSbC,27,1,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ON OS,72,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ON delayed,73,5,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fmini OFF,2an,13,,,,,
,,,,,,,,,,,,,,,,,,,,,,,OFFvOS (JAMB),2aw,13,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fmini ON,63,8,,,,,
,,,,,,,,,,,,,,,,,,,,,,,HD1,5si,10,,,,,
,,,,,,,,,,,,,,,,,,,,,,,M1,1ws,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,OFF sus. alpha,1wt,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,PixON,9n,9,,,,,
,,,,,,,,,,,,,,,,,,,,,,,M6,91,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1ni,6,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1no,3,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2i,12,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,2o,7,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3i,4,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3o,4,,,,,
